877;MorningstarP;Profile -- Industry;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Industry")
878;MorningstarP;Profile -- Sector;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Sector")
879;MorningstarP;Profile -- Stock Type;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Type")
880;MorningstarP;Profile -- Stock Style;=TRIM(smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Style"),"</div>","~"))

881;MorningstarT;Take -- Growth;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Growth"),"_grade","""")
882;MorningstarT;Take -- Profitability;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Profitability"),"_grade","""")
883;MorningStar;Stock Grades -- Financial Health;http://quicktake.morningstar.com/stocknet/printreport.aspx?symbol=~~~~~;2;STOCK GRADES;FINANCIAL HEALTH; ; ;0;0;0;0
14091;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14092;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14093;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14094;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14095;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14096;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14097;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14098;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14099;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14100;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14101;MorningstarGR;Key Ratios -- Profitability -- R&D (% of Sales) -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">R&D",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14102;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14103;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14104;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14105;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14106;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14107;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14108;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14109;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14110;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14111;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14112;MorningstarGR;Key Ratios -- Profitability -- Other (% of Sales) -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Other",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14113;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14114;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14115;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14116;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14117;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14118;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14119;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14120;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14121;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14122;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14123;MorningstarGR;Key Ratios -- Profitability -- Operating Margin -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Margin",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14124;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14125;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14126;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14127;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14128;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14129;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14130;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14131;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14132;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14133;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14134;MorningstarGR;Key Ratios -- Profitability -- Net Int Inc & Other (% of Sales) -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Int Inc",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14135;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14136;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14137;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14138;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14139;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14140;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14141;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14142;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14143;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14144;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14145;MorningstarGR;Key Ratios -- Profitability -- EBT Margin -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EBT Margin",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14146;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14147;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14148;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14149;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14150;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14151;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14152;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14153;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14154;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14155;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14156;MorningstarGR;Key Ratios -- Profitability -- Tax Rate -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Tax Rate",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14157;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14158;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14159;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14160;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14161;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14162;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14163;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14164;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14165;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14166;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14167;MorningstarGR;Key Ratios -- Profitability -- Net Margin -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Net Margin",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14168;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14169;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14170;MorningstarGR;Key Ratios -- Profitability -- Asset Turnover -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Asset Turnover",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
